Serial No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
2794,Toyota Corolla Altis 2008-2013 1.8 VL AT,"San Antonio, TX",2011,88000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,6.45
2795,BMW X5 X5 M,"San Diego, CA",2015,69002,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5.0,,50.0
2796,BMW 3 Series 2005-2011 325i Sedan,"San Jose, CA",2011,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,5.0,,9.0
2797,Hyundai Creta 1.6 CRDi AT SX Plus,"Phoenix, AZ",2016,58671,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.25
2798,Mahindra TUV 300 2015-2019 T8,"Chicago, IL",2017,49404,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,,7.36
2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,"Houston, TX",2010,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,4.4
2800,Renault KWID RXT,"San Antonio, TX",2016,24000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.1
2801,Renault KWID 1.0 RXT Optional AMT,"Houston, TX",2017,53285,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5.0,6376.47 USD,4.28
2802,Maruti Swift VXi BSIV,"Phoenix, AZ",2017,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,,5.5
2803,Skoda Laura 1.9 TDI AT Ambiente,"Dallas, TX",2012,45000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5.0,,6.99
2804,Maruti Alto 800 2016-2019 VXI,"Philadelphia, PA",2018,26234,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,4.29
2805,Maruti Swift VXI,"Los Angeles, CA",2014,55000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.2
2806,Hyundai i20 1.4 CRDi Sportz,"Los Angeles, CA",2012,90000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.11
2807,Audi Q3 2012-2015 35 TDI Quattro Premium,"Phoenix, AZ",2015,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,18.75
2808,Mercedes-Benz GLE 350d,"San Antonio, TX",2017,19863,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,107329.41 USD,64.95
2809,Hyundai i10 Era,"Philadelphia, PA",2010,55000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.59
2810,Maruti Wagon R LXI Optional,"New York, NY",2016,4800,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.6
2811,Honda City i VTEC V,"Houston, TX",2017,38607,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.87
2812,Hyundai Grand i10 1.2 Kappa Sportz,"Phoenix, AZ",2018,3958,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,8400.00 USD,5.55
2813,Honda City i DTEC VX,"San Jose, CA",2014,74000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,,6.4
2814,Maruti Swift Dzire VXi,"San Diego, CA",2009,54540,Petrol,Manual,Third,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.65
2815,Maruti Swift Dzire ZXi,"San Diego, CA",2015,58400,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,5.5
2816,Mahindra XUV500 W8 2WD,"Chicago, IL",2013,73648,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.31
2817,Maruti Ciaz ZDi Plus SHVS,"Dallas, TX",2016,83000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.1
2818,Hyundai Verna 1.6 SX CRDi (O),"Dallas, TX",2016,16159,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.83
2819,Hyundai Accent CRDi,"Los Angeles, CA",2005,150000,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,,0.85
2820,Honda Brio S MT,"San Diego, CA",2014,22100,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.55
2821,Hyundai i20 Active 1.2 SX,"Philadelphia, PA",2017,35043,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,8.19
2822,BMW 3 Series 320d Sport Line,"Chicago, IL",2018,24000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,28.0
2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,"Los Angeles, CA",2015,480000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,,13.0
2824,Volkswagen Polo Petrol Highline 1.6L,"San Jose, CA",2011,70000,Petrol,Manual,Second,15.26 kmpl,1598 CC,103.5 bhp,5.0,,3.29
2825,Maruti Swift VXi BSIV,"Phoenix, AZ",2015,13769,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,5.0,,4.41
2826,Renault Duster 110PS Diesel RxZ,"Philadelphia, PA",2013,58000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,4.99
2827,BMW X3 xDrive 20d Luxury Line,"Dallas, TX",2009,58000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,81870.59 USD,17.98
2828,Fiat Avventura MULTIJET Emotion,"Phoenix, AZ",2018,18705,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,7.71
2829,Maruti Wagon R Stingray VXI,"San Diego, CA",2013,32378,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2.8
2830,Chevrolet Sail Hatchback LS ABS,"San Antonio, TX",2013,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5.0,,3.0
2831,Mahindra XUV500 W8 2WD,"San Antonio, TX",2015,36836,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,12.49
2832,Tata Zest Quadrajet 1.3,"Philadelphia, PA",2016,54199,Diesel,Manual,First,23.0 kmpl,1248 CC,88.8 bhp,5.0,,5.0
2833,BMW X3 xDrive20d xLine,"Dallas, TX",2017,36935,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,,32.64
2834,Maruti Swift VDI BSIV,"San Antonio, TX",2015,23000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.5
2835,BMW 5 Series 2013-2017 520d Luxury Line,"Dallas, TX",2015,14000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,35.0
2836,Tata Indigo CS eVX,"San Antonio, TX",2015,100073,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.0
2837,Mahindra XUV500 W8 2WD,"San Diego, CA",2015,59182,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.46
2838,Audi Q7 35 TDI Quattro Premium Plus,"Chicago, IL",2016,72132,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,39.0
2839,BMW 5 Series 2003-2012 520d,"San Diego, CA",2009,79000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.0
2840,Hyundai Verna 1.6 SX VTVT (O),"Houston, TX",2013,66930,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,6.15
2841,Hyundai Santa Fe 4WD AT,"New York, NY",2015,100000,Diesel,Automatic,Second,13.01 kmpl,2199 CC,194.3 bhp,7.0,,14.5
2842,Hyundai Santro GLS II - Euro II,"Phoenix, AZ",2012,43000,Petrol,Manual,First,0.0 kmpl,,,,,3.25
2843,Maruti Wagon R AMT VXI,"Dallas, TX",2018,27413,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,5.18
2844,Maruti Wagon R LX BSIII,"Philadelphia, PA",2007,90000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5.0,,1.24
2845,Hyundai i20 Sportz 1.2,"New York, NY",2013,40300,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,2.8
2846,Skoda Superb Elegance 1.8 TSI AT,"New York, NY",2011,73783,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,,5.23
2847,Hyundai Getz GLS,"San Antonio, TX",2005,86000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5.0,,0.45
2848,Maruti Wagon R LXI BS IV,"New York, NY",2014,65694,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.25
2849,Maruti Omni MPI CARGO BSIV,"Dallas, TX",2015,23000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,1.5
2850,Hyundai i10 Magna 1.2,"Phoenix, AZ",2012,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.85
2851,Renault KWID 1.0 RXT Optional,"San Jose, CA",2018,18335,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,5423.53 USD,4.5
2852,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,"New York, NY",2014,36000,Diesel,Automatic,First,15.0 kmpl,2147 CC,107.3 bhp,5.0,,16.25
2853,Volkswagen Polo GT TSI,"San Jose, CA",2017,25000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,13247.06 USD,7.75
2854,Mahindra Scorpio VLX 4WD,"Dallas, TX",2007,81000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8.0,,4.35
2855,Toyota Fortuner 2.8 2WD AT,"Dallas, TX",2019,21719,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,43976.47 USD,33.13
2856,Chevrolet Beat Diesel LT,"Los Angeles, CA",2013,75421,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,3.63
2857,Toyota Innova 2.5 G4 Diesel 8-seater,"Philadelphia, PA",2010,80000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,4.75
2858,Maruti Swift Dzire VXI,"San Diego, CA",2018,10671,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,6.51
2859,Renault KWID Climber 1.0 MT,"San Diego, CA",2018,4126,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,6235.29 USD,4.8
2860,Tata Bolt Quadrajet XM,"Los Angeles, CA",2017,98500,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,9376.47 USD,6.0
2861,Hyundai Grand i10 Asta,"New York, NY",2016,61578,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.4
2862,Volkswagen Vento 1.5 TDI Highline,"New York, NY",2014,54000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,4.9
2863,Audi A6 2011-2015 2.0 TDI,"New York, NY",2013,70998,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.57
2864,Maruti Swift Dzire Ldi BSIV,"San Diego, CA",2015,40082,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,4.76
2865,Chevrolet Spark 1.0 LT,"Houston, TX",2012,50619,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,2.0
2866,BMW 3 Series 320d,"Phoenix, AZ",2009,103905,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,50952.94 USD,9.92
2867,Hyundai EON Era Plus,"New York, NY",2018,15334,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.69
2868,Maruti Swift Dzire VDI,"Houston, TX",2013,69000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.75
2869,Volkswagen CrossPolo 1.5 TDI,"Phoenix, AZ",2014,75160,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,5.0,,5.7
2870,Honda Amaze E i-Vtech,"San Jose, CA",2014,44753,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.94
2871,Volkswagen Vento Petrol Highline AT,"Los Angeles, CA",2012,53024,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,4.29
2872,Maruti Wagon R Stingray VXI,"San Jose, CA",2014,23840,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.0
2873,Volkswagen Polo 1.5 TDI Highline,"Phoenix, AZ",2014,81298,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,6.5
2874,Volkswagen Polo Petrol Comfortline 1.2L,"New York, NY",2015,59000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.9
2875,Honda Amaze SX i-DTEC,"San Jose, CA",2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.4
2876,Audi A6 35 TDI Matrix,"Los Angeles, CA",2014,56000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,69858.82 USD,24.0
2877,Tata Tigor 1.05 Revotorq XZ Option,"Houston, TX",2019,29279,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5.0,,7.46
2878,Volkswagen Vento 1.5 TDI Highline AT,"San Diego, CA",2017,33550,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,18658.82 USD,9.6
2879,Audi A6 35 TDI Matrix,"Philadelphia, PA",2014,62000,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,78941.18 USD,25.0
2880,Nissan Terrano XL 110 PS,"San Jose, CA",2014,66000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,6.8
2881,Skoda Rapid 1.5 TDI AT Elegance,"Houston, TX",2016,46630,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,,8.59
2882,Ford Figo Aspire 1.5 TDCi Trend,"San Antonio, TX",2016,72566,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,,5.29
2883,Tata Venture EX,"New York, NY",2011,51482,Diesel,Manual,First,15.42 kmpl,1405 CC,70 bhp,8.0,,2.5
2884,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,"Philadelphia, PA",2011,90000,Diesel,Automatic,First,14.84 kmpl,2143 CC,167.62 bhp,5.0,,13.9
2885,Toyota Fortuner 4x2 Manual,"Dallas, TX",2014,69000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7.0,,20.0
2886,Honda City 1.5 V MT,"Philadelphia, PA",2011,90000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3.4
2887,Hyundai i20 Asta Option 1.2,"San Diego, CA",2015,39000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.5
2888,Volkswagen Vento Diesel Trendline,"Dallas, TX",2012,110000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65
2889,Ford Endeavour 2.5L 4X2 MT,"San Antonio, TX",2011,68022,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7.0,,5.86
2890,Ford EcoSport 1.5 Petrol Titanium Plus AT,"San Jose, CA",2018,27852,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,16588.24 USD,10.44
2891,Maruti Swift VDI BSIV,"San Jose, CA",2013,58291,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,5.0
2892,Hyundai i20 Sportz Diesel,"Phoenix, AZ",2011,68439,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3.37
2893,Toyota Innova 2.5 VX (Diesel) 8 Seater,"Phoenix, AZ",2011,150000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,6.95
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,"San Jose, CA",2018,14000,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5.0,14376.47 USD,9.9
2895,Ford Figo Diesel Titanium,"San Antonio, TX",2012,71558,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.3
2896,Porsche Panamera Diesel,"San Jose, CA",2013,48000,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4.0,,50.5
2897,Hyundai Creta 1.6 CRDi AT SX Plus,"Los Angeles, CA",2015,65800,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,12.5
2898,Audi A4 2.0 TDI Multitronic,"San Antonio, TX",2014,53000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,20.5
2899,Mahindra XUV500 W8 4WD,"San Jose, CA",2017,14600,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,14.5
2900,Isuzu MUX 4WD,"Philadelphia, PA",2017,34429,Diesel,Automatic,First,13.8 kmpl,2999 CC,174.57 bhp,7.0,39623.53 USD,20.0
2901,Maruti Swift Dzire VDI,"San Diego, CA",2014,52000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.25
2902,Maruti Ciaz ZXi,"Chicago, IL",2015,25470,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,5.9
2903,Hyundai EON Era Plus,"Dallas, TX",2013,22000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.6
2904,Mercedes-Benz E-Class 280 CDI,"San Diego, CA",2007,75000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.0
2905,BMW 5 Series 2003-2012 520d,"New York, NY",2011,95995,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.5
2906,Hyundai Grand i10 1.2 CRDi Sportz Option,"Philadelphia, PA",2017,26877,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,,5.75
2907,Jaguar XJ 3.0L Portfolio,"Phoenix, AZ",2015,26000,Diesel,Automatic,First,14.47 kmpl,2993 CC,301.73 bhp,5.0,,75.0
2908,Maruti Swift Ldi BSIII,"Philadelphia, PA",2007,140000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5.0,,2.0
2909,Hyundai Santro Xing GLS,"Chicago, IL",2008,95291,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.3
2910,Toyota Innova 2.5 V Diesel 8-seater,"San Diego, CA",2009,135000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,8.2
2911,Hyundai i20 Sportz 1.2,"Dallas, TX",2015,32000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.8
2912,Mercedes-Benz E-Class 280 CDI,"Philadelphia, PA",2008,68333,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,5.0,,8.5
2913,Ford Figo Diesel ZXI,"Los Angeles, CA",2011,72000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.9
2914,Toyota Corolla Altis 1.4 DG,"San Antonio, TX",2012,52100,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5.0,22670.59 USD,6.5
2915,Hyundai Grand i10 1.2 Kappa Sportz,"San Antonio, TX",2018,10000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,8188.24 USD,5.85
2916,Jeep Compass 2.0 Limited 4X4,"Chicago, IL",2019,6261,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,31705.88 USD,23.91
2917,Maruti Ignis 1.2 AMT Alpha,"Chicago, IL",2019,3906,Petrol,Automatic,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,9364.71 USD,7.36
2918,Toyota Fortuner 3.0 Diesel,"San Jose, CA",2014,55960,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,17.25
2919,Volkswagen Vento Diesel Highline,"Philadelphia, PA",2013,144000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,7.0
2920,Toyota Innova Crysta 2.4 VX MT,"Dallas, TX",2017,38000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,27129.41 USD,17.65
2921,Ford Figo Diesel Celebration Edition,"San Antonio, TX",2013,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.1 bhp,5.0,,2.5
2922,Toyota Platinum Etios 1.4 GXD,"Chicago, IL",2015,150000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,11270.59 USD,6.0
2923,Mahindra Thar DI 4X4,"San Diego, CA",2018,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7.0,,8.25
2924,Land Rover Range Rover HSE Dynamic,"Los Angeles, CA",2018,41661,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.83
2925,BMW 3 Series 320d Highline,"San Diego, CA",2011,64000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,10.5
2926,Hyundai Accent GLS,"Los Angeles, CA",2008,80000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,1.9
2927,Maruti Celerio ZXI AT,"Philadelphia, PA",2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25
2928,Jaguar XF 2.2 Litre Luxury,"New York, NY",2014,43000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,26.5
2929,Audi A6 2.7 TDI,"Chicago, IL",2013,90000,Diesel,Automatic,Second,12.4 kmpl,2698 CC,179.5 bhp,5.0,,22.5
2930,Nissan Micra Diesel XV,"Philadelphia, PA",2011,123880,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.3
2931,Honda Amaze S i-Vtech,"Dallas, TX",2015,42000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.3
2932,Renault Duster 85PS Diesel RxL Option,"San Jose, CA",2012,79824,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.25
2933,Toyota Innova 2.5 G (Diesel) 8 Seater,"Phoenix, AZ",2015,75000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,11.75
2934,Honda Amaze E i-Vtech,"San Jose, CA",2014,72411,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.25
2935,Mercedes-Benz New C-Class C 250 CDI Elegance,"Houston, TX",2012,63000,Diesel,Automatic,First,14.94 kmpl,2143 CC,204 bhp,5.0,,14.22
2936,Toyota Etios Liva G,"Dallas, TX",2015,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,,4.2
2937,Toyota Innova Crysta 2.8 GX AT 8S,"San Jose, CA",2017,18000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,8.0,24470.59 USD,18.25
2938,Mercedes-Benz New C-Class 200 CDI Elegance,"New York, NY",2013,51000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5.0,,18.5
2939,Maruti Swift VXI BSIII,"Chicago, IL",2008,86700,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.4
2940,Maruti Baleno Alpha 1.3,"San Jose, CA",2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,6.5
2941,Hyundai Santro Xing GL Plus LPG,"Los Angeles, CA",2014,56000,LPG,Manual,First,13.45 km/kg,1086 CC,62.1 bhp,5.0,,3.2
2942,Maruti Celerio VXI AT,"Phoenix, AZ",2015,33000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.99
2943,Ford Ecosport 1.5 DV5 MT Ambiente,"New York, NY",2014,64394,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.45
2944,Tata Manza Aura Quadrajet,"Philadelphia, PA",2010,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,90 bhp,5.0,,2.7
2945,Honda Jazz 1.5 SV i DTEC,"Dallas, TX",2016,48719,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,6.25
2946,Mahindra XUV500 W8 2WD,"Los Angeles, CA",2016,59711,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,13.28
2947,Nissan Micra Diesel XV Premium,"San Diego, CA",2012,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.7
2948,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,"Phoenix, AZ",2018,10714,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.51
2949,Tata Manza Aura Plus Quadrajet BS IV,"New York, NY",2010,127510,Diesel,Manual,Second,19.0 kmpl,1248 CC,90 bhp,5.0,,1.4
2950,Maruti Swift VDI,"Philadelphia, PA",2014,35010,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.5
2951,Maruti Swift Dzire 1.2 Lxi BSIV,"San Jose, CA",2012,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,3.78
2952,Tata Indigo eCS LS (TDI) BS-III,"Houston, TX",2015,83000,Diesel,Manual,First,19.09 kmpl,1405 CC,69.01 bhp,5.0,,2.7
2953,Honda Amaze S i-Dtech,"Phoenix, AZ",2013,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.2
2954,Maruti Swift VXI BSIV,"Dallas, TX",2016,30000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.0
2955,Maruti Ertiga ZDI,"Houston, TX",2012,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,7.0
2956,Hyundai Grand i10 Era,"Philadelphia, PA",2014,19500,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,2.85
2957,Nissan Micra Active XV,"Philadelphia, PA",2016,41000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,7976.47 USD,4.25
2958,Hyundai Grand i10 Asta Option,"San Antonio, TX",2014,30000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,4.9
2959,Jeep Compass 2.0 Sport,"San Antonio, TX",2017,37000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,23423.53 USD,16.9
2960,Volkswagen Polo Diesel Comfortline 1.2L,"Houston, TX",2014,62000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.25
2961,Honda Amaze S AT i-Vtech,"New York, NY",2015,42023,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,4.34
2962,BMW X3 xDrive20d Advantage Edition,"San Diego, CA",2012,51001,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,,17.0
2963,BMW 3 Series 320d Luxury Line,"Phoenix, AZ",2017,55389,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,28.45
2964,Honda City V AT,"San Diego, CA",2014,46728,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,6.15
2965,Mahindra Ssangyong Rexton RX5,"San Jose, CA",2014,58995,Diesel,Manual,First,12.83 kmpl,2696 CC,162 bhp,7.0,,9.25
2966,Maruti Swift Dzire LDI,"San Diego, CA",2015,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.85
